,face_uuid,account_name,Ground Truth,filename,match_file,match_score,model,distance_metric,number_of_hits,Model
4233,7ce8dd12-427b-482b-bb29-755d64292d28,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_image2.jpeg,,,,,,Unknown
4234,002c2494-be0e-44d3-9ae8-ddd7476bfef5,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_image2.jpeg,,,,,,Unknown
4235,6f2efba9-40ef-4cbc-be7d-0c6030120ada,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image12.jpeg,,,,,,Unknown
4236,49aa4520-b0cf-4ebf-aa56-caa3904857f7,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image12.jpeg,,,,,,Unknown
4237,3a84c663-f973-4603-ab31-029cba9fbdde,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image12.jpeg,,,,,,Unknown
4238,bf325a1f-9d69-44c9-bc1d-3b4092b9cbfb,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image12.jpeg,,,,,,Unknown
4322,985615a8-0853-402e-9932-57512bf21363,armin_laschet,Armin Laschet,armin_laschet_17-09-2021_00:00_video4.jpeg,,,,,,Unknown
4323,6902469d-65b3-4c75-9dbd-f212057e72e4,abaerbock,Annalena Baerbock,abaerbock_14-09-2021_00:00_image2.jpeg,820608e2-840e-4850-b527-36c922284188.png,0.4887141591156818,Facenet512,euclidean_l2,13.0,Annalena Baerbock
4324,3a66b4fc-03f7-4810-b59f-9edc8bea8127,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image2.jpeg,,,,,,Unknown
4325,1c447186-6d3c-421f-a33f-b9e18e1ebdde,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image2.jpeg,,,,,,Unknown
4326,9782c622-1194-4453-9c74-49ee8f62705c,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image2.jpeg,,,,,,Unknown
4327,223db026-7b75-416e-a511-081bced0481c,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image2.jpeg,,,,,,Unknown
4328,04e03a58-7ca6-42e8-9d4d-7c5d9a9ccc98,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image2.jpeg,,,,,,Unknown
4329,a763c67a-1263-45cd-a720-5008c8e27bd4,die_gruenen,Annalena Baerbock,die_gruenen_20-09-2021_00:00_image3.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.8336942906059939,Facenet512,euclidean_l2,12.0,Annalena Baerbock
4330,a1e629a9-cf08-4840-9f2a-7bf71d45d093,abaerbock,Annalena Baerbock,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4331,e1fe65e2-10e8-4acd-a079-a4c12939ea20,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4332,c78d1957-7c0e-4f54-a25b-9bc978aaaed3,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4333,dcc3dfff-f07e-4dea-83bc-5bb5b720300d,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4334,1a9481e3-04e6-4d14-b509-857ee033627b,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4335,96c58223-e69c-42aa-8a8f-bb218ffe69cd,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4336,3740b254-ad86-4ddc-8cf5-78b1743be767,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4337,84e901ba-b617-4da6-b1d5-b49b4e6cd610,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4338,846e190f-108e-48d3-bb4f-d0f039df2726,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4339,f4982f73-948c-4da4-8eac-3dc02b7f87a4,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4340,215c45c9-8cb3-49eb-bc5b-c603498b2e06,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image5.jpeg,,,,,,Unknown
4341,5729a7c9-c9ae-4b35-86ca-fe1fcf9ea7d6,cdu,Unknown,cdu_17-09-2021_00:00_video4.jpeg,,,,,,Unknown
4342,da16395d-f8f6-4463-8349-f27a8545a52f,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4343,69251be1-6e11-4d46-9db8-15bc9a63c505,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4344,7b850a1c-f77d-4b94-9a98-702a475db080,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4345,d782f38c-f8d6-4286-8384-7629270ed88d,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4346,83d6d6be-a834-4532-8e3d-b3f05073440d,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4347,c8869daa-397a-4de6-867e-3a3dcbb82312,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4348,a636d5d9-3d1a-4a54-937f-24457bd57b73,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4349,5245d6c6-dc2b-4b75-85da-b3d98f69b057,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4350,70f4ef28-b3df-49d3-aef9-fd51b41ff55c,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4351,c6694462-3723-4cb7-bdef-8250e7c89ff0,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4352,8a1fd726-0b49-4477-9504-ff45f9797481,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4353,e807f6e0-5bed-4881-89da-76933aa0df4a,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4354,f4198c2b-0ad3-458e-b9a1-cbb8c707f747,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4355,88404ccd-22b7-4630-a436-13f47617503b,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4356,d7aebcd8-c99c-4816-878b-ca818d376425,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4357,896d0b2c-b9a3-46ab-9199-fc160fbc154d,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4358,deb09943-67b3-49f4-ac54-662755512a70,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4359,18a607b9-7312-455e-bb23-8a224c0c0228,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4360,8f960470-4be5-4923-a884-799bf77d2b77,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4361,3a92b357-d0ec-48c5-9552-0bd4d7f8dfbd,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4362,d4ffcdc3-a148-42d7-8aef-e017960e716a,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4363,b8837f4e-5405-49d5-a3d1-90eefd8b7370,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4364,277fb6c1-031c-45f6-a257-3a0d133996bf,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4365,c8fb8f10-b22b-473d-8d58-60b366c7051b,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4366,133eb91a-425f-4807-965b-d2c370130c68,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4367,542fc0d9-122a-4c88-b5bf-8c09dd8743bd,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4368,dbe4c00f-cc70-4082-930d-a7d3e2fbe43d,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4369,32f00274-4678-4dcd-9b2a-5df339d13043,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4370,7130c4c9-a479-4b48-ac92-2ccdd2a3e911,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4371,c43d4e37-5278-40ae-b2a5-832c7b1523d5,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4372,32437233-14ce-4e84-bbc4-d081d8e7edff,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4373,3fc66a0b-06d4-401d-927d-e52898707497,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4374,c345cf15-ee7f-42f0-b7f0-57503bfe3451,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4375,3d7e5952-0316-4f26-a0ce-48beb456a425,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4376,2961a3d6-e83e-438c-b17b-3fb2d188df5d,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4377,716f7835-c363-498b-a819-16164e3adf5c,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4378,e762e961-ca91-49bb-a843-0af56c8feeb6,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4379,44e686b8-2b84-41c4-bb41-f2792953cbf2,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4380,8dba32c1-0225-4e41-ad28-f01562f2ad78,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4381,b3c22ed5-58b5-44a0-ace6-f86a133746d2,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4382,4246c95b-f2d8-44f3-9631-aa244fd4433c,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4383,3d054f21-78bc-4602-a404-14618b0bb4a9,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4384,bdfced6a-0a4b-47a3-9b55-340764a66965,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4385,1c8772cd-205d-49fe-b5a7-c2df2837cd73,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
4388,ae705f54-4cb1-4033-a7d3-7709c6c48fab,armin_laschet,Armin Laschet,armin_laschet_24-09-2021_00:00_video4.jpeg,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6278476541834274,Facenet512,euclidean_l2,20.0,Armin Laschet
4389,36b1fbeb-0429-467a-96e8-b9d7489f9a86,abaerbock,Annalena Baerbock,abaerbock_26-09-2021_00:00_video0.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.4784039258289556,Facenet512,euclidean_l2,13.0,Annalena Baerbock
4390,d9924ac1-f9ad-4b2c-8843-8d8400a3342b,armin_laschet,Unknown,armin_laschet_17-09-2021_00:00_video9.jpeg,,,,,,Unknown
4398,149a02a0-1bc4-4ed8-9a07-3569cc46ea59,christianlindner,Christian Lindner,christianlindner_20-09-2021_00:00_image2.jpeg,2384c946-7f3b-4280-8257-c73c1bb814b1.png,0.3767058074833088,Facenet512,euclidean_l2,9.0,Christian Lindner
4399,ef9655de-253c-4b50-92fa-3198e0cfef57,armin_laschet,Armin Laschet,armin_laschet_20-09-2021_00:00_video3.jpeg,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.5454688322190536,Facenet512,euclidean_l2,20.0,Armin Laschet
4404,69d0baa6-de16-4079-bf5f-24b503040b61,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4405,b79635c0-0602-4120-9d6b-cf3a4dee637a,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4406,bbff801a-fdfb-4461-bf6b-e2573438be4d,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4407,72a5bdd7-ebb5-4283-838d-560c98e4628c,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4408,8ddaff86-f18e-4050-89b0-0aa6f57eb1f3,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4409,4d8cf3bf-f9d9-4a73-9dff-73e3ba766664,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4410,a66d1794-5766-4291-bb4a-9693ee78d577,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4411,a8d7661b-3172-4086-86e3-5e5634fed331,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4412,7c2b6c60-9283-4ee0-aab0-3509c841023d,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4413,7044a26c-ea79-4d5f-93d8-883703b4fb5a,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4414,ecd1a022-4ef3-472f-9a4d-82e929184e52,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4415,e02a7422-4821-45d7-9007-af0cf69c0992,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4416,df74d3ae-bc2c-41d0-8a2e-bb73160b64e1,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4417,902d3ce0-d71b-4774-b7a5-4a0a49110c66,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4418,9f618087-2802-4632-b8fa-ea2b4a82de97,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4419,ecd0dd22-88ac-4625-9c51-75bc4d887178,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4420,aee9e9ec-0ff7-4314-a430-51b02114d67a,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4421,d907c0e0-d9bf-4dea-9268-2ec32a321b96,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4422,f8827f08-d344-4a23-b067-5ae52faa46e9,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4423,1ea04ad1-9e8c-48c6-9007-60b7239f8e42,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4424,414bda11-984f-4e8f-8fa6-cc0081357771,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4425,10972cfc-bcf9-432d-b966-ef3a8e13eb11,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
4426,4f12a14d-b2b5-4574-9dbd-81d4ae89192f,olafscholz,Unknown,olafscholz_23-09-2021_00:00_video2.jpeg,,,,,,Unknown
4427,09830c7e-706b-417b-b6c4-97428922ce7d,olafscholz,Unknown,olafscholz_23-09-2021_00:00_video2.jpeg,,,,,,Unknown
4428,755f81b2-999c-4e23-a084-75100ab1b561,olafscholz,Unknown,olafscholz_23-09-2021_00:00_video2.jpeg,,,,,,Unknown
4430,e0e9861d-c44d-4b33-a2e5-d0597df57ffd,christianlindner,Unknown,christianlindner_26-09-2021_00:00_image4.jpeg,,,,,,Unknown
4431,27f8fa0a-a4d4-4b16-939c-652b6b9c9326,christianlindner,Unknown,christianlindner_26-09-2021_00:00_image4.jpeg,,,,,,Unknown
4432,a7b06eb4-4ef8-49d0-8e5b-4b54546a6b41,christianlindner,Christian Lindner,christianlindner_26-09-2021_00:00_image4.jpeg,3e230648-0328-4861-ada8-f718b0287f5e.png,0.9818749770201134,Facenet512,euclidean_l2,6.0,Christian Lindner
4433,e7b8a256-e22f-4f49-b665-f9b4e2c75620,christianlindner,Unknown,christianlindner_26-09-2021_00:00_image4.jpeg,,,,,,Unknown
4434,504f207e-a811-4d7f-a78f-ea071eabbaa2,christianlindner,Unknown,christianlindner_26-09-2021_00:00_image4.jpeg,,,,,,Unknown
4435,c522494d-f8cb-4866-b0e9-3c4827001ecc,christianlindner,Unknown,christianlindner_26-09-2021_00:00_image4.jpeg,,,,,,Unknown
4441,69850697-ccdd-4e5e-b3e5-08dc7ca17d79,christlichsozialeunion,Unknown,christlichsozialeunion_25-09-2021_00:00_image0.jpeg,,,,,,Unknown
4444,dde404ee-9b27-4ce7-a0e3-225508a31ce6,christlichsozialeunion,Unknown,christlichsozialeunion_21-09-2021_00:00_video4.jpeg,,,,,,Unknown
4445,fd307ceb-6ec9-406d-acc4-2fde0d88ae9c,armin_laschet,Unknown,armin_laschet_24-09-2021_00:00_video0.jpeg,,,,,,Unknown
4446,98742e1c-a954-4fa4-bfb4-1361fc087884,armin_laschet,Unknown,armin_laschet_24-09-2021_00:00_video0.jpeg,,,,,,Unknown
4447,0dd5d100-35e2-4307-a3c8-2ef196ed7448,armin_laschet,Unknown,armin_laschet_24-09-2021_00:00_video0.jpeg,,,,,,Unknown
4448,526d630e-97ec-49df-805a-9bbecf7d7140,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video9.jpeg,,,,,,Unknown
4449,27a2d9fa-c6b3-4879-b1d0-ecfe67ff2260,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video9.jpeg,,,,,,Unknown
4450,96f3c5df-aaca-44e4-be92-3e3eb41731b8,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4451,d25d02d4-745a-4915-a556-ce97eef67aa0,christianlindner,Christian Lindner,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4452,8c4d64d3-3a12-4f70-875a-04f8d1b256fc,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4453,4a216e04-1fb2-4120-a8f3-797f1a568363,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4454,9da44789-a318-4839-b257-9ce49c200c2e,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4455,ddf4346f-8e35-4001-ac8e-36d748f84b94,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4456,529b5287-adea-445d-95ac-3f02a5f9eaf3,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4457,99f1429b-bee6-4766-b213-e1013f3381c5,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4458,3fceb8fd-2652-4df2-91c0-c05a8470fe43,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4459,fc521f09-3df9-484d-91dd-5c0867c356aa,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4460,095d89cb-5ba5-4dbd-8a34-474d898a79dc,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4461,dc76944f-41be-4d89-8e04-a2d2285b6e11,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4462,13581de9-e3bd-43f5-b5a0-fd6beb84d0e3,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4463,f91bf7c0-6408-4c63-be50-321e893c4e83,christianlindner,Unknown,christianlindner_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
4464,2bc5fec7-8f2a-4507-8ed5-d3e1b168c73c,spdde,Unknown,spdde_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
4465,a75c8e2b-5bab-4a79-991d-1b3a9dfeac63,spdde,Unknown,spdde_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
4466,7e3e5b5a-437a-46b2-a36a-5b0bcc0d203f,abaerbock,Unknown,abaerbock_23-09-2021_00:00_video2.jpeg,,,,,,Unknown
4467,00c0c8ef-0894-4dd1-b7b8-269f4c53d7df,abaerbock,Annalena Baerbock,abaerbock_23-09-2021_00:00_video2.jpeg,,,,,,Unknown
4469,b5e19449-1689-4387-952d-b047b9c87f57,die_gruenen,Annalena Baerbock,die_gruenen_20-09-2021_00:00_image0.jpeg,9a8aa257-6928-4d20-bb76-b003078f551d.png,0.1988804160826276,Facenet512,euclidean_l2,13.0,Annalena Baerbock
4478,e1e19091-cb4e-408e-a378-b2da07bed8c0,cdu,Unknown,cdu_20-09-2021_00:00_video4.jpeg,,,,,,Unknown
4479,f838e752-f7ff-47e5-aaac-64c551bd86bb,cdu,Unknown,cdu_20-09-2021_00:00_video4.jpeg,,,,,,Unknown
4480,6ec3c36c-a857-4af0-836b-d826a38719b7,cdu,Unknown,cdu_20-09-2021_00:00_video4.jpeg,,,,,,Unknown
4481,1a4010db-686e-4557-aeb6-1259fdddc9ff,cdu,Unknown,cdu_20-09-2021_00:00_video25.jpeg,,,,,,Unknown
4482,f967e3e8-e042-4b41-81c9-767600a12f60,cdu,Unknown,cdu_20-09-2021_00:00_video25.jpeg,,,,,,Unknown
4483,f8fdbd01-563c-4a67-99ab-547d38f9a976,cdu,Unknown,cdu_20-09-2021_00:00_video25.jpeg,,,,,,Unknown
4484,2eff0a44-e826-49e4-8411-974d90c2b7c4,armin_laschet,Unknown,armin_laschet_17-09-2021_00:00_image9.jpeg,,,,,,Unknown
4485,49563fb2-10f3-4362-9b8d-5d9e53447d18,armin_laschet,Unknown,armin_laschet_17-09-2021_00:00_image9.jpeg,,,,,,Unknown
4486,9cdb025f-d6f9-4079-9f58-371900706389,armin_laschet,Armin Laschet,armin_laschet_17-09-2021_00:00_image9.jpeg,872af970-553e-4d30-abdc-252f937b8d70.png,0.7577581951509943,Facenet512,euclidean_l2,19.0,Armin Laschet
4487,cee56e1e-271c-443b-a861-5d344b3f04c8,christlichsozialeunion,Unknown,christlichsozialeunion_23-09-2021_00:00_video1.jpeg,,,,,,Unknown
4488,a326e5bd-195d-4df2-8e43-6991b07fbb9d,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,2ec8c611-8404-4676-9523-28f0cc6181ab.png,1.017099953871585,Facenet512,euclidean_l2,1.0,Olaf Scholz
4489,23a6e54e-c198-4868-ab12-8578295b0b9c,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4490,221220f1-bd4b-41ae-b4a7-8252c80460fb,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4491,c28c6acc-e200-41ad-82f5-fdffb9e2df5e,olafscholz,Olaf Scholz,olafscholz_26-09-2021_00:00_video8.jpeg,82f4d29e-1d17-4672-b015-52009fda2a23.png,0.7002875114133865,Facenet512,euclidean_l2,20.0,Olaf Scholz
4492,4e05f62e-997f-4301-93ff-a8efa3f9c657,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4493,47fef7f6-a0bf-4fe1-9798-766917d46d96,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4494,fbd69d2b-823d-4200-b06f-d4ccbc1ed4b3,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4495,ce7f467e-77f9-4b2a-af31-802f400032ad,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4496,ee258f5a-2ccd-437e-8903-3160137c6579,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4497,3b7170b1-6dfb-44f6-82c7-bcd23a3a9083,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4498,b218aa18-2734-4751-8a17-519e633f968b,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4499,fc0753d6-3fd1-41d0-8703-f5ca3b138a95,olafscholz,Unknown,olafscholz_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
4500,2e1e3bc2-d403-428b-86a2-aa72bba8eee6,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video24.jpeg,,,,,,Unknown
4501,5b267874-1ed1-4634-9af2-6b8201584051,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video24.jpeg,,,,,,Unknown
4505,6afcdec6-05e8-431b-9df2-c04a9856a7d7,christlichsozialeunion,Unknown,christlichsozialeunion_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
4506,facb1370-87b4-4a77-b4ff-ad748952f06f,spdde,Unknown,spdde_23-09-2021_00:00_video1.jpeg,,,,,,Unknown
4507,9f167d83-c5b1-48a7-a2a6-b67e75a37e58,spdde,Unknown,spdde_23-09-2021_00:00_video1.jpeg,,,,,,Unknown
4508,b4d780e1-a855-4107-9c61-26af77f8f2ff,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4509,c98efd2b-68c0-4ece-bd5d-87719d0119fe,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4510,12fd1456-a8ed-4fa8-9418-b7d33a5fcadb,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4511,07816ea3-f3b0-4061-93aa-09f239f49cd9,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4512,4a87f190-47ad-406a-864c-37760822c42d,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4513,e2c9a126-beca-4c8a-9073-8d8694087636,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4514,c343f94d-c205-43d2-849f-0a40ca4411a4,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4515,1e00d30d-1c14-42bb-a4ec-ee1ea4691052,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4516,9d52df10-7618-4ea2-95e9-03a539e188f5,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4517,cc99eef5-4369-4224-819b-34f44cafa15d,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4518,21ad9ffd-abd3-4cb3-8c9d-2ed27c6d2856,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4519,4743fe02-3056-4136-894a-7c1090877be3,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4520,021b0992-27aa-4a15-8dfc-ae3f46d82f47,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4521,cc65b94b-6e4a-48ae-8cd7-11a2b03ce336,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4522,6e222bf2-1565-41e0-8421-a60d6f3a219c,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
4523,a5d2f36c-8512-4396-bc62-dcd0552e12d4,cdu,Unknown,cdu_17-09-2021_00:00_image4.jpeg,,,,,,Unknown
